Id,groupId,matchId,assists,boosts,damageDealt,DBNOs,headshotKills,heals,killPlace,killPoints,kills,killStreaks,longestKill,matchDuration,matchType,maxPlace,numGroups,rankPoints,revives,rideDistance,roadKills,swimDistance,teamKills,vehicleDestroys,walkDistance,weaponsAcquired,winPoints,winPlacePerc
b980859d30a6b2,0e062d8dfa071e,fddb99bae59e26,0,0,30.1000,0,0,0,77,0,0,0,0.0000,1192,duo-fpp,49,49,1515,0,0.0000,0,0.0000,0,0,194.1000,2,0,0.1875
caa1a36afeb7b2,c653cfca3b8b06,e5e181d2da0334,0,1,100.0000,0,0,0,38,1000,1,1,7.6670,2042,solo,90,86,-1,0,0.0000,0,0.0000,0,0,231.7000,4,1500,0.1573
83fac43ac28f44,deedec555b9d29,1d79bd97213347,0,0,100.0000,1,0,0,55,0,0,0,0.0000,2048,duo-fpp,48,44,1497,0,0.0000,0,0.0000,0,0,3580.0000,5,0,0.6170
83d0b9e08b6e72,1246493aa7619b,55a60d2026f67e,0,3,408.0000,2,0,0,5,1076,4,2,9.4370,1404,squad,31,31,-1,0,0.0000,0,226.0000,0,0,2135.0000,5,1471,0.7667
84aa77226db78f,90408966a87241,5b8ab02610ca96,0,3,0.0000,0,0,13,49,0,0,0,0.0000,1358,squad-fpp,30,30,1531,0,0.0000,0,0.0000,1,0,3165.0000,7,0,0.9655
a6ee0f6ffa8bb6,28b2c15c454bb9,c8336954c4e18c,0,4,146.5000,1,1,3,12,0,2,1,169.9000,1827,squad-fpp,29,28,1499,2,0.0000,0,0.0000,0,0,4321.0000,6,0,0.8571
8b3cdbefd1f408,d25fc68b94f38c,128c05e4e54c63,0,0,0.0000,0,0,0,91,0,0,0,0.0000,1376,squad-fpp,27,25,1401,0,0.0000,0,0.0000,0,0,27.0600,1,0,0.0000
03cab96432e075,d9cb24f1a28ccb,1845c9080c7186,0,3,164.8000,0,0,9,54,0,0,0,0.0000,1867,duo-fpp,47,44,1442,0,5271.0000,0,9.0960,0,0,1488.0000,6,0,0.6522
5bb54605cf686f,f404c85b448b84,95b1fd3ad3f3a8,1,2,83.0800,1,0,1,40,0,1,1,21.9400,1350,squad-fpp,29,29,1388,0,0.0000,0,0.0000,0,0,576.7000,3,0,0.2857
5d8016d7aa9437,9da0fb0be19117,b4d329043d5c60,2,1,243.1000,1,1,1,29,0,1,1,176.0000,1892,duo-fpp,47,45,1488,0,0.0000,0,0.0000,0,0,1749.0000,4,0,0.7609
b23e720058fc87,a5a5052aa40425,6ccd7bc2061238,1,0,42.5700,0,0,0,86,0,0,0,0.0000,1372,squad,27,27,1510,0,0.0000,0,0.0000,0,0,140.1000,2,0,0.0769
306cdfb564445f,cb9be5068fe48e,d56a814fd99d70,0,0,200.0000,2,0,0,69,0,0,0,0.0000,2007,squad-fpp,29,28,1480,0,0.0000,0,0.0000,0,0,589.3000,3,0,0.2500
9f3b1c12a9f2ec,fb1d7d36187631,066bda6450c15b,0,0,0.0000,0,0,0,92,0,0,0,0.0000,1817,squad-fpp,29,29,1514,0,0.0000,0,0.0000,0,0,103.0000,1,0,0.0714
ee3025cc18e7c9,fabb0207f0c596,511978f8a62c1e,2,2,129.4000,1,1,5,23,1188,1,1,18.3100,1972,duo-fpp,50,47,-1,1,0.0000,0,0.0000,0,0,3563.0000,5,1621,0.9796
ba6ae608ca5f37,3c3720c21ab5f9,6624dcb5e8acb8,0,0,0.0000,0,0,0,71,0,0,0,0.0000,1809,squad-fpp,28,27,1484,0,317.8000,0,0.0000,0,0,982.5000,2,0,0.2963
498c5db01d537c,b78e350035fc04,fb62da776174fb,1,1,100.0000,1,0,1,30,0,1,1,10.6400,1318,squad-fpp,29,28,1489,0,0.0000,0,0.0000,0,0,1150.0000,3,0,0.5000
e62133b0c6f55d,d3bf7b5d7d5a19,a008a6419c2d47,0,0,161.8000,1,0,0,27,1077,1,1,8.4270,1442,duo-fpp,50,50,-1,0,867.1000,0,0.0000,0,0,638.0000,2,1512,0.5714
95aaab951e3eec,84c97cfeefc4f5,a1729dc8da7e7a,0,4,283.1000,0,1,14,27,0,1,1,151.9000,1777,duo-fpp,49,47,1494,0,0.0000,0,0.0000,0,0,3683.0000,3,0,0.8958
07719d6195d86b,ef74183e05c457,dc0716495eb407,0,0,190.3000,1,0,0,47,1425,1,1,2.4310,1341,squad-fpp,30,30,-1,0,0.0000,0,0.0000,0,0,14.8500,2,1528,0.2414
3dc087431e40f1,a9672f175e2436,831872ded8d409,0,1,239.6000,3,1,2,10,0,3,1,291.0000,1665,squad-fpp,29,27,1500,0,0.0000,0,0.0000,0,0,2666.0000,5,0,0.7143
416fafd3666b44,a85946d7fea543,6044ea5f1f6659,0,2,143.5000,1,1,1,20,0,2,1,7.5800,1892,squad-fpp,27,25,1490,0,0.0000,0,0.0000,0,0,827.6000,4,0,0.3462
677089d4226510,2cf8fb44c49cf4,06f853dab32a20,0,0,46.4100,0,0,0,81,0,0,0,0.0000,1493,solo-fpp,95,94,1499,0,0.0000,0,0.0000,0,0,50.8200,1,0,0.1489
35d182d668c400,bcce1d76eca0b6,f226ac9bda656d,0,1,125.9000,1,0,0,56,0,0,0,0.0000,1719,squad-fpp,27,25,1496,0,0.0000,0,0.0000,0,0,547.5000,3,0,0.2692
5fd62798396ca8,bb19a05801d30d,9e3c46f8acde82,0,0,36.0000,0,0,0,84,0,0,0,0.0000,1999,solo,94,92,1507,0,0.0000,0,0.0000,0,0,292.6000,1,0,0.1075
278fb2f43fc27b,88154feae77bb4,f77d0c40d31302,0,0,199.8000,1,0,0,40,0,1,1,28.8000,1423,duo-fpp,49,48,1469,0,0.0000,0,0.0000,0,0,258.8000,3,0,0.2292
48649b6932f7df,bf586d215f4962,edadbf0f8c2c8d,0,0,80.6000,0,0,0,66,0,0,0,0.0000,1391,duo-fpp,49,48,1496,0,0.0000,0,0.0000,0,0,747.9000,6,0,0.5000
e14843dc63bf7a,2f6110b3272f3b,e61de731d4992e,0,0,0.0000,0,0,0,64,1000,0,0,0.0000,1399,duo-fpp,49,47,-1,0,0.0000,0,0.0000,0,0,302.3000,2,1500,0.3958
7f3d7f85e7736e,6a86c130486275,8fde7d36c52447,1,0,126.3000,0,0,1,52,1463,0,0,0.0000,1796,squad-fpp,21,20,-1,0,0.0000,0,0.0000,0,0,1089.0000,3,1514,0.2500
707756a08b72fe,e8650092e8c52c,5c0f705f157bb1,0,0,47.8500,0,0,5,62,0,0,0,0.0000,1913,squad,27,26,1340,0,0.0000,0,0.0000,0,0,565.5000,3,0,0.4231
2bea3a18442001,3a12f8041a15c5,70dcb3a9941c7f,1,1,64.7300,0,0,1,49,0,0,0,0.0000,1287,squad-fpp,30,29,1533,0,0.0000,0,0.0000,0,0,3309.0000,7,0,0.7586
8fc5c0d83de539,5643bbd0e52243,f07c2c6a9dbad2,1,2,566.4000,4,2,1,2,1072,6,4,42.9900,1380,duo,48,47,-1,0,0.0000,0,0.0000,0,0,822.1000,5,1482,0.5106
249c7209d743ed,858a260e998bbd,849713cc6c3f22,0,0,0.0000,0,0,0,85,1054,0,0,0.0000,1743,squad-fpp,29,29,-1,0,0.0000,0,0.0000,0,0,249.7000,2,1507,0.1071
18d002b46b1abc,00a3f236559532,eccc44618c0442,0,1,236.0000,0,0,7,7,1142,3,1,11.7200,1423,solo,94,88,-1,0,0.0000,0,0.0000,0,0,1913.0000,8,1557,0.9355
707550186fd7f7,82f350bdba9e4e,7932e2acfa4c4c,1,6,604.7000,0,2,7,4,0,5,1,99.2300,1465,solo-fpp,93,92,1543,0,0.0000,0,0.0000,0,0,1766.0000,2,0,0.9891
04c32b79188af7,f7e1bac1035636,5ecb56bf94c292,0,0,65.2800,0,0,0,84,1347,0,0,0.0000,1387,squad,29,29,-1,0,0.0000,0,0.0000,0,0,67.5400,2,1469,0.1429
c4260ce3746cf8,2e3ce1fb9b7812,8fb790bb47a1cc,0,0,0.0000,0,0,0,94,0,0,0,0.0000,1360,squad,27,27,1489,0,0.0000,0,0.0000,0,0,68.9000,2,0,0.0000
ea298bfc126b74,9b14f3d8e827b9,e34a9178e40c01,0,0,0.0000,0,0,0,40,0,0,0,0.0000,1321,duo,48,46,1526,0,0.0000,0,251.0000,0,0,838.7000,3,0,0.7021
9df583833b18fb,1574566ff55957,9e9009b7df3ef4,0,4,116.9000,0,0,1,49,1242,0,0,0.0000,1403,squad-fpp,27,27,-1,0,0.0000,0,0.0000,0,0,1704.0000,3,1468,0.6923
cfa11f07d80695,1a4ffd9d6d597f,4563c0409f9115,0,3,76.4400,0,0,2,50,0,0,0,0.0000,1441,solo-fpp,95,95,1560,0,1054.0000,0,0.0000,0,0,1542.0000,2,0,0.8830
7970b4ea89e81e,abf9e2780b9f48,04832cfd74ff30,1,1,58.3600,0,0,2,38,0,0,0,0.0000,1708,squad,26,25,1494,0,5134.0000,0,0.0000,0,0,2708.0000,7,0,1.0000
4eb922611c2099,8152a3807e04c1,3bd9d67a87b195,0,0,150.0000,2,0,0,41,1575,1,1,14.2700,1369,squad-fpp,29,29,-1,0,0.0000,0,0.0000,0,0,615.0000,4,1465,0.4643
de93ba20446980,29276739992710,7456e2eaa324a2,0,0,19.3500,0,0,0,96,0,0,0,0.0000,1923,solo-fpp,96,89,1500,0,0.0000,0,0.0000,0,0,20.3400,1,0,0.0000
de1e7870d95850,43f162c9b830a5,836bf5e3ff735d,0,0,100.0000,1,0,0,83,1000,0,0,0.0000,1399,duo,50,46,-1,0,0.0000,0,0.0000,0,0,43.6700,1,1462,0.0816
be91dbb39a9248,9e4388a175f6eb,f942817d155e51,0,0,0.0000,0,0,0,58,0,0,0,0.0000,1356,solo-fpp,96,93,1494,0,0.0000,0,0.0000,0,0,855.1000,3,0,0.6526
05a0034ba0b373,23b71abeee41d9,aaafbd75649306,0,0,141.7000,0,0,0,72,1137,0,0,0.0000,1309,squad-fpp,29,28,-1,0,0.0000,0,0.0000,0,0,643.9000,4,1444,0.3214
e264f7f399aa6a,ecc9bd5948a78e,0413aa90513446,1,2,454.2000,2,0,5,11,0,2,1,104.6000,1840,squad-fpp,32,30,1494,0,5967.0000,0,0.0000,0,0,2693.0000,4,0,0.8710
caf2cdfae38ea0,adf73b968eaa52,2c224ee4e2b056,0,0,64.3100,0,0,0,75,1047,0,0,0.0000,1885,duo,49,44,-1,0,0.0000,0,0.0000,0,0,110.7000,2,1467,0.0833
97826efa3ce126,1fe1587f87148a,e949032bc7cb3b,0,1,347.5000,2,0,3,16,1604,2,2,42.6100,1822,squad-fpp,27,27,-1,1,0.0000,0,0.0000,0,0,943.3000,3,1552,0.2308
6adb021f5165ff,58e5500bd40898,de5c692fe25a73,0,0,0.0000,0,0,0,68,311,0,0,0.0000,1414,duo,41,36,0,0,0.0000,0,0.0000,0,0,0.0000,0,847,0.0000
e38796a3b026fb,496a9851ffb961,ce63db1f3307af,0,1,22.0500,0,0,0,65,0,0,0,0.0000,1290,solo-fpp,96,94,1547,0,0.0000,0,0.0000,0,0,148.2000,2,0,0.4105
953577684b828a,54ce33c41ef9ff,c5d412db6dbee4,2,6,76.1100,0,0,12,45,0,0,0,0.0000,1388,duo-fpp,49,47,1468,1,0.0000,0,0.0000,0,0,2635.0000,7,0,1.0000
3b53520db7cdfe,98390d938b637e,33450f1a2d1e7f,0,0,30.1000,0,0,1,60,1405,0,0,0.0000,1878,duo-fpp,45,44,-1,0,0.0000,0,0.0000,0,0,304.5000,2,1585,0.3409
4db4a1a8eb663d,dfa1741766b82e,9c169b35430d3a,0,2,0.0000,0,0,0,54,0,0,0,0.0000,2048,duo,50,48,1459,0,2519.0000,0,0.0000,0,0,1493.0000,2,0,0.6327
d08ce24e7a7973,d57ed9de010a4e,1eda9747e31f1f,0,0,0.0000,0,0,0,65,0,0,0,0.0000,1471,solo,99,94,1500,0,0.0000,0,0.0000,0,0,870.9000,3,0,0.3878
28964be8892dbb,c6dbd3a397f311,8423431e91a01a,1,2,291.7000,1,0,0,31,1209,1,1,8.0160,1871,duo-fpp,49,44,-1,2,0.0000,0,0.0000,0,0,1118.0000,1,1445,0.6667
174c758156bcf3,a935604c9bb7aa,edc87c8d445823,1,9,626.2000,4,3,2,4,1333,6,2,85.7400,1405,squad-fpp,29,28,-1,0,1045.0000,0,0.0000,0,0,2814.0000,7,1566,1.0000
496a426b1df292,ff8064240984ea,21fdff44f1e96a,0,1,100.0000,1,0,1,30,0,1,1,41.6900,1370,squad-fpp,28,27,1470,1,0.0000,0,0.0000,0,0,1677.0000,5,0,0.5926
43a76f346869cd,20788dca88b6ea,092cd422abdde8,0,1,205.3000,2,0,0,21,1122,2,2,5.5630,1283,squad,27,26,-1,0,0.0000,0,0.0000,0,0,565.9000,3,1453,0.3462
